interaction_id	host_taxid	host_organism	host_uniprot	host_gene	virus_taxid	virus_organism	virus_uniprot	virus_gene	interaction_type	detection_method	publication	publication_id	source_database	confidence
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P42677	RPS27	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q71UM5	RPS27L	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9Y230	RUVBL2	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O43819	SCO2	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9BRK5	SDF4	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O15027	SEC16A	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O75396	SEC22B	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P60468	SEC61B	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9UHD8	SEPTIN9	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P07093	SERPINE2	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9BWM7	SFXN3	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9P0V3	SH3BP4	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9H936	SLC25A22	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q6P1M0	SLC27A4	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P11166	SLC2A1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P08195	SLC3A2	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q01650	SLC7A5	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q99523	SORT1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P09486	SPARC	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O15269	SPTLC1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O15270	SPTLC2	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9Y6N5	SQOR	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P08240	SRPRA	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9Y5M8	SRPRB	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9GZT4	SRR	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9UQ35	SRRM2	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P51571	SSR4	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q13586	STIM1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O15260	SURF4	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P02786	TFRC	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O43294	TGFB1I1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q5TGY1	TMCO4	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9HC07	TMEM165	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9NV96	TMEM30A	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q8N4L2	PIP4P2	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q96JJ7	TMX3	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9C0C2	TNKS1BP1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q68CZ2	TNS3	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q8NFQ8	TOR1AIP2	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O14773	TPP1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O14545	TRAFD1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q15629	TRAM1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q63HK5	TSHZ3	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O95071	UBR5	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q96IX5	ATP5MK	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	O60763	USO1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q96K76	USP47	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9BQB6	VKORC1	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	P41221	WNT5A	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11725466|psi-mi:""MI:0471""|imex:IM-25307-225"	9606	human	Q9NYL2	MAP3K20	10377	ebvb9	P0CK56		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	O95477	ABCA1	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	O94929	ABLIM3	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	O94929	ABLIM3	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	O43306	ADCY6	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	O60503	ADCY9	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	Q8IZ07	ANKRD13A	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P08758	ANXA5	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P08133	ANXA6	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	Q9NVI7	ATAD3A	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	Q9H7F0	ATP13A3	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P16615	ATP2A2	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P23634	ATP2B4	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P98194	ATP2C1	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P30530	AXL	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P35613	BSG	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	Q8NC54	KCT2	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	Q9NXH8	TOR4A	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P27797	CALR	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P16070	CD44	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
"intact:EBI-11732874|psi-mi:""MI:0471""|imex:IM-25307-325"	9606	human	P25116	F2R	10377	ebvb9	P0CK58		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
